1,482521486
0,482087454
0,481697042
0,482294622
0,482456104
0,481997228
2,482874158
0,482693788
0,482817168
0,481983662
0,483267282
2,482391938
5,477874270
5,477131800
1,482198362
1,482891292
0,481576652
1,482332670
0,482275586
1,482770000
0,482444198
0,481408398
2,482372978
1,482107860
0,482314836
0,482179386
1,482907234
1,482356774
1,482255218
0,481744978
0,483237494
0,482201424
0,482732184
0,482699764
1,482429418
1,482781520
1,482952530
3,482548732
0,482802656
2,482570490
1,483158656
2,481969198
1,482315150
1,482036170
2,482022698
0,482931300
2,482202564
1,481929668
0,482234022
0,481880842
2,482050978
2,482195022
1,481850428
0,481857454
2,482011464
0,482633814
3,481934238
3,482205870
0,481832942
1,482152088
1,481741734
0,481722646
1,481395972
1,482374416
5,478142434
0,482206176
3,482347036
1,482700322
1,482140734
0,482243318
0,482475560
2,482161404
0,481875656
1,482021068
0,482427344
0,482025018
7,477426900
0,482013894
3,481899640
1,482795244
0,483001798
2,482511930
3,482062698
0,481851608
0,482135338
0,481926898
0,482584860
2,481860256
0,481585510
2,482486928
0,481732972
0,482018990
2,481972098
1,481728582
0,482598626
1,482502728
1,481848150
2,482085110
3,482215968
0,482399174
0,482320744
2,481970578
0,482750812
0,482512412
2,481806198
0,481832724
0,481490704
0,483023318
2,482075974
0,482639256
0,482518938
1,482198118
0,481833620
0,481807612
0,482075442
0,482062400
0,481727760
0,482314426
5,477396188
7,477027886
0,481872808
0,482611850
0,482484996
1,482558166
1,481940304
2,482092610
1,482292540
0,482343850
0,482165754
5,477889496
0,482550592
0,481955280
1,482203576
0,481817008
0,481873572
0,482372058
2,482178644
0,482703072
0,481655328
0,481725818
0,482673140
1,481940104
0,481752216
3,482522680
1,482514672
3,481756390
1,483124554
0,482115920
0,481896978
1,482049960
1,482314728
2,482786690
0,482637466
0,482461812
3,482335196
2,482471642
4,477159658
2,482578544
0,482657642
2,481686734
0,481678256
0,482511008
0,482144128
7,477196932
1,481927982
0,482467646
1,482389094
1,482694522
0,482920340
1,482180328
3,481677988
0,481795114
0,482111484
0,482300812
0,481803408
4,477558494
2,481637110
1,482343420
4,476465734
0,482169726
0,482773866
0,481859552
0,482318654
1,482219392
0,482453580
0,482526462
2,481979870
0,482188220
2,482429358
0,482052414
1,482308280
0,482745628
0,482531732
7,478079622
0,482298616
1,482366710
0,482668082
0,482241228
0,481969960
0,482690158
0,481821380
0,481986406
0,483190622
2,482270788
1,482324438
0,481714718
0,482218804
0,482268124
0,482420664
0,481958934
0,482964926
0,482183134
0,482654408
1,482212402
0,482218232
0,482959762
0,483403378
2,482323630
2,482683868
0,482673528
0,481770888
2,481466928
0,481748924
2,481582734
2,482275150
3,482021466
0,482908890
3,482366290
0,482348030
2,482433332
0,482503716
0,482573670
0,481839160
0,481812728
3,481469752
2,482327168
0,482216674
0,482562224
0,482364864
0,481506202
1,482654540
1,482250844
0,482768600
2,482194806
1,482504306
0,482777050
3,481963278
0,482160994
4,477578602
0,482201308
0,481435786
0,482068808
1,482460642
1,482101634
0,482072978
2,481744434
0,482804280
1,482011902
1,482435306
1,483030874
0,482637154
0,482320988
1,482717044
2,482354952
0,482602306
1,481722534
0,482575096
2,482309018
2,482667702
1,481657618
0,482759100
3,482698468
2,481370044
0,482276884
1,482526344
0,482235960
0,482589766
1,481697248
0,482741722
2,482335606
0,483153584
0,483284954
2,482308072
